Town,County,Per capita income,Location,Lat,Lon
"Ebensburg, Pennsylvania",Cambria County,"$19,634 ","Ebensburg, Cambria County, Pennsylvania, United States of America",40.4851941,-78.7249573
"Neville Township, Pennsylvania",Allegheny County,"$19,630 ","Neville Township, Allegheny County, Pennsylvania, 15225, USA",40.5075572,-80.11430805
"Towamensing Township, Pennsylvania",Carbon County,"$19,629 ","Towamensing Township, Carbon County, Pennsylvania, USA",40.8788726,-75.57472937
"Bechtelsville, Pennsylvania",Berks County,"$19,627 ","Bechtelsville, Berks County, Pennsylvania, 19505, USA",40.3734298,-75.6290752
"Homer Township, Pennsylvania",Blair County,"$19,625 ","Homer Gap, Blair County, Pennsylvania, 16601, United States of America",40.5639569,-78.4041815
"Spring Brook Township, Pennsylvania",Lackawanna County,"$19,622 ","Spring Brook, Lackawanna County, Pennsylvania, USA",41.3023043,-75.6099108
"Meadowood, Pennsylvania",Butler County,"$19,616 ","Meadowood, Butler Township, Butler County, Pennsylvania, USA",40.8420089,-79.8939441
"Jefferson Township, Washington County, Pennsylvania",Washington County,"$19,609 ","Jefferson Township, Washington County, Pennsylvania, USA",40.3292885,-80.48074787
"Trafford, Westmoreland County, Pennsylvania",Westmoreland County,"$19,608 ","Trafford, Westmoreland County, Pennsylvania, USA",40.3856428,-79.759605
"Marysville, Pennsylvania",Perry County,"$19,604 ","Marysville, Perry County, Pennsylvania, USA",40.339092,-76.9327512
"Ephrata Township, Pennsylvania",Lancaster County,"$19,588 ","Ephrata, Lancaster County, Pennsylvania, 17522, USA",40.1799111,-76.1789242
"Woodcock, Pennsylvania",Crawford County,"$19,577 ","Woodcock, Crawford County, Pennsylvania, USA",41.7547787,-80.0856119
"Union Township, Washington County, Pennsylvania",Washington County,"$19,560 ","Union Township, Washington County, Pennsylvania, USA",40.24783,-79.96811635
"East Lansdowne, Pennsylvania",Delaware County,"$19,558 ","East Lansdowne, Delaware County, Pennsylvania, USA",39.9456683,-75.2612943
"Pine Grove, Schuylkill County, Pennsylvania",Schuylkill County,"$19,547 ","Pine Grove, Schuylkill County, Pennsylvania, 179634, USA",40.5484233,-76.3846781
"Jennerstown, Pennsylvania",Somerset County,"$19,540 ","Jennerstown, Somerset County, Pennsylvania, USA",40.1597979,-79.066417
"Fayetteville, Pennsylvania",Allegheny County,"$19,537 ","Fayetteville, Allegheny County, Pennsylvania, 15275, USA",40.4389574,-80.2136699
"East Berwick, Pennsylvania",Luzerne County,"$19,531 ","East Berwick, Luzerne County, Pennsylvania, USA",41.06448495,-76.22061208
"Rheems, Pennsylvania",Lancaster County,"$19,530 ","Rheems, Lancaster County, Pennsylvania, 17570, USA",40.1300949,-76.5705226
"Straban Township, Pennsylvania",Adams County,"$19,530 ","Straban Township Park, 100, Barlow Knoll, Adams County, Pennsylvania, 17325, United States of America",39.8510834,-77.18839392
"Dorrance Township, Pennsylvania",Luzerne County,"$19,519 ","Dorrance, Luzerne County, Pennsylvania, 18660, USA",41.104805,-76.0082578
"Northampton, Pennsylvania",Northampton County,"$19,516 ","Northampton County, Pennsylvania, United States of America",40.7451356,-75.3289302
"Millheim, Pennsylvania",Centre County,"$19,511 ","Millheim, Centre County, Pennsylvania, USA",40.8909008,-77.4766586
"Connoquenessing Township, Pennsylvania",Butler County,"$19,502 ","Connoquenessing Township, Butler County, Pennsylvania, USA",40.84612185,-80.01834393
"Bridgeville, Pennsylvania",Allegheny County,"$19,500 ","Bridgeville, Allegheny County, Pennsylvania, USA",40.3561805,-80.1100556
"Cambridge Township, Pennsylvania",Crawford County,"$19,500 ","Cambridge Township, Crawford County, Pennsylvania, USA",41.80282865,-80.03759695
"Mount Pleasant Township, Wayne County, Pennsylvania",Wayne County,"$19,494 ","Mount Pleasant Township, Wayne County, Pennsylvania, 18453, USA",41.7486762,-75.39346499
"Liberty, Allegheny County, Pennsylvania",Allegheny County,"$19,491 ","Liberty, Allegheny County, Pennsylvania, USA",40.3253474,-79.8561591
"Dunlevy, Pennsylvania",Washington County,"$19,487 ","Dunlevy, Washington County, Pennsylvania, 15432, USA",40.1100729,-79.8514349
"Trafford, Pennsylvania",Westmoreland County,"$19,487 ","Trafford, Westmoreland County, Pennsylvania, USA",40.3856428,-79.759605
"Crescent Township, Pennsylvania",Allegheny County,"$19,472 ","Crescent Township, Allegheny County, Pennsylvania, 15046, USA",40.5563166,-80.2287497
"Emsworth, Pennsylvania",Allegheny County,"$19,471 ","Emsworth, Allegheny County, Pennsylvania, USA",40.5100684,-80.0945006
"Stockdale, Pennsylvania",Washington County,"$19,470 ","Stockdale, Washington County, Pennsylvania, 15483, USA",40.0834067,-79.8481011
"Cascade Township, Pennsylvania",Wayne County,"$19,465 ","Cascade, Wayne County, Pennsylvania, 18453, USA",41.7364744,-75.3774018
"Jackson Township, York County, Pennsylvania",York County,"$19,464 ","Jackson Township, York County, Pennsylvania, 17364, USA",39.9068125,-76.87368173
"Monroe Township, Clarion County, Pennsylvania",Clarion County,"$19,455 ","Monroe Township, Clarion County, Pennsylvania, 16221, USA",41.1530351,-79.39752732
"Parkside, Pennsylvania",Delaware County,"$19,448 ","Parkside, Delaware County, Pennsylvania, USA",39.864279,-75.3785252
"Weissport East, Pennsylvania",Carbon County,"$19,432 ","Weissport East, Franklin Township, Carbon County, Pennsylvania, USA",40.8341255,-75.68816057
"Bear Creek Township, Pennsylvania",Luzerne County,"$19,427 ","Bear Creek Hose House, 3333, Bear Creek Boulevard, Bear Creek Village, Luzerne County, Pennsylvania, 18702, USA",41.2029235,-75.78894255
"North Catasauqua, Pennsylvania",Northampton County,"$19,424 ","North Catasauqua, Northampton County, Pennsylvania, USA",40.659819,-75.4768496
"Highland Park, Pennsylvania",Bucks County,"$19,422 ","Highland Park, Bucks County, Pennsylvania, 18960, USA",40.3467706,-75.3007314
"Bridgeport, Pennsylvania",Montgomery County,"$19,420 ","Bridgeport, Montgomery County, Pennsylvania, 19405, USA",40.1043042,-75.3429522
"Wilburton Number Two, Pennsylvania",Columbia County,"$19,414 ","Wilburton Number Two, Columbia County, Pennsylvania, 17888, USA",40.8172915,-76.38554543
"Paradise Township, York County, Pennsylvania",York County,"$19,389 ","Paradise Township, York County, Pennsylvania, USA",39.911974,-76.9416489
"Sand Hill, Pennsylvania",Berks County,"$19,386 ","Sand Hill, Ruscombmanor Township, Berks County, Pennsylvania, 19522, USA",40.4237047,-75.837978
"Marion Township, Berks County, Pennsylvania",Berks County,"$19,373 ","Marion Township, Berks County, Pennsylvania, USA",40.3841898,-76.21862234
"Richland, Pennsylvania",Lebanon County,"$19,365 ","Richland, Lebanon County, Pennsylvania, 17087, USA",40.3592589,-76.2582849
"Raccoon Township, Pennsylvania",Beaver County,"$19,363 ","Raccoon Township, Beaver County, Pennsylvania, USA",40.6049825,-80.36647096
"Palmyra Township, Wayne County, Pennsylvania",Wayne County,"$19,359 ","Palmyra Township, Wayne County, Pennsylvania, 18488, USA",41.498871,-75.19521179
"New Stanton, Pennsylvania",Westmoreland County,"$19,358 ","New Stanton, Westmoreland County, Pennsylvania, 15672, USA",40.2192374,-79.6094849
"Main Township, Pennsylvania",Bucks County,"$19,357 ","Main, Red Square, Middletown Township, Bucks County, Pennsylvania, United States of America",40.2134635,-74.9351214
"Archbald, Pennsylvania",Lackawanna County,"$19,352 ","Archbald, Lackawanna County, Pennsylvania, 18403, USA",41.4948038,-75.5368521
"Wayne Township, Schuylkill County, Pennsylvania",Schuylkill County,"$19,335 ","Wayne Township, Schuylkill County, Pennsylvania, USA",40.5761147,-76.22504011
"Slocum Township, Pennsylvania",Susquehanna County,"$19,326 ","Slocum Hill, Thompson Township, Susquehanna County, Pennsylvania, 18465, USA",41.8520259,-75.55935
"Felton, Pennsylvania",York County,"$19,322 ","Felton, York County, Pennsylvania, USA",39.8541597,-76.5649707
"Richlandtown, Pennsylvania",Bucks County,"$19,322 ","Richlandtown, Bucks County, Pennsylvania, 18955, USA",40.4701013,-75.3204554
"Carbondale Township, Pennsylvania",Lackawanna County,"$19,301 ","Carbondale, Lackawanna County, Pennsylvania, 18407, USA",41.5736935,-75.5018508
"Thompson Township, Fulton County, Pennsylvania",Fulton County,"$19,279 ","Thompson Township, Fulton County, Pennsylvania, 17212, United States of America",39.7734505,-78.10974862
"Chambersburg, Pennsylvania",Franklin County,"$19,278 ","Chambersburg, Franklin County, Pennsylvania, United States of America",39.9405903,-77.6598624
"McHenry Township, Pennsylvania",Indiana County,"$19,269 ","McHenry Road, White Township, Indiana County, Pennsylvania, 15701, USA",40.650706,-79.135362
"Marietta, Pennsylvania",Lancaster County,"$19,265 ","Marietta, Lancaster County, Pennsylvania, USA",40.0573456,-76.55311564
"Windsor Township, Berks County, Pennsylvania",Berks County,"$19,259 ","Windsor Township, Berks County, Pennsylvania, USA",40.58459535,-75.96891028
"Bellevue, Allegheny County, Pennsylvania",Allegheny County,"$19,246 ","Bellevue, Allegheny County, Pennsylvania, USA",40.4939576,-80.0517216
"Price Township, Pennsylvania",Monroe County,"$19,244 ","Price Township, Monroe County, Pennsylvania, USA",41.1306319,-75.21645785
"West Mead Township, Pennsylvania",Crawford County,"$19,241 ","West Mead Township, Crawford County, Pennsylvania, USA",41.623578,-80.12331496
"Old Lycoming Township, Pennsylvania",Allegheny County,"$19,236 ","Lycoming Drive, Moon Township, Allegheny County, Pennsylvania, 15231, USA",40.5096545,-80.2295685
"Bentleyville, Pennsylvania",Washington County,"$19,235 ","Bentleyville, Washington County, Pennsylvania, USA",40.1167387,-80.0083855
"Mount Holly Springs, Pennsylvania",Cumberland County,"$19,229 ","Mount Holly Springs, Cumberland County, Pennsylvania, 17065, USA",40.1184235,-77.1899817
"Old Forge, Lackawanna County, Pennsylvania",Lackawanna County,"$19,228 ","Old Forge, Lackawanna County, Pennsylvania, 18518, USA",41.3711906,-75.7349144
"Dauphin, Pennsylvania",Dauphin County,"$19,227 ","Dauphin County, Pennsylvania, USA",40.398036,-76.8115168
"Hummels Wharf, Pennsylvania",Snyder County,"$19,218 ","Hummels Wharf, Snyder County, Pennsylvania, USA",40.8317515,-76.8358021
"Millersburg, Pennsylvania",Dauphin County,"$19,217 ","Millersburg, Dauphin County, Pennsylvania, USA",40.5417153,-76.9614003
"Swissvale, Pennsylvania",Allegheny County,"$19,216 ","Swissvale, Allegheny County, Pennsylvania, 15218, USA",40.4236801,-79.8828275
"Ransom Township, Pennsylvania",Lackawanna County,"$19,207 ","Ransom, Lackawanna County, Pennsylvania, 18653, USA",41.3942456,-75.8218616
"Honey Brook, Pennsylvania",Chester County,"$19,205 ","Honey Brook, Chester County, Pennsylvania, USA",40.0942664,-75.9113306
"Tinicum Township, Delaware County, Pennsylvania",Delaware County,"$19,203 ","Tinicum Township, Delaware County, Pennsylvania, USA",39.8652358,-75.26378198
"Leetsdale, Pennsylvania",Allegheny County,"$19,172 ","Leetsdale, Allegheny County, Pennsylvania, 15056, USA",40.563123,-80.2083928
"Franklin Township, Carbon County, Pennsylvania",Carbon County,"$19,166 ","Franklin Township, Carbon County, Pennsylvania, USA",40.8557299,-75.66859788
"Goldsboro, Pennsylvania",York County,"$19,164 ","Goldsboro, York County, Pennsylvania, USA",40.153003,-76.7506548
"Belfast, Pennsylvania",Northampton County,"$19,155 ","Belfast, Plainfield Township, Northampton County, Pennsylvania, USA",40.781821,-75.27397493
"Sandy Lake Township, Pennsylvania",Mercer County,"$19,140 ","Sandy Lake Township, Mercer County, Pennsylvania, USA",41.3420125,-80.04676673
"Covington Township, Lackawanna County, Pennsylvania",Lackawanna County,"$19,132 ","Covington Township Business Office, 20, Moffat Drive, Dawn Acres, Lackawanna County, Pennsylvania, 18444, USA",41.3275024,-75.51499574
"Lawrence Park, Pennsylvania",Dauphin County,"$19,131 ","Lawrence Park, Dauphin County, Pennsylvania, 17112, USA",40.3456439,-76.8008045
"Walker Township, Centre County, Pennsylvania",Centre County,"$19,130 ","Walker township, Centre County, Pennsylvania, 16856, USA",40.947744,-77.61557692
"Terre Hill, Pennsylvania",Lancaster County,"$19,128 ","Terre Hill, Lancaster County, Pennsylvania, 17581, USA",40.1573918,-76.0504153
"Marlin, Pennsylvania",Schuylkill County,"$19,122 ","Marlin, Norwegian Township, Schuylkill County, Pennsylvania, 17951, USA",40.684381,-76.24517717
"Lackawaxen Township, Pennsylvania",Wayne County,"$19,119 ","Lackawaxen River, Clinton Township, Wayne County, Pennsylvania, 18456, USA",41.6363719,-75.3519297
"Dover, Pennsylvania",York County,"$19,108 ","Dover, York County, Pennsylvania, 17315, USA",40.0014489,-76.8473307
"Espy, Pennsylvania",Columbia County,"$19,108 ","Espy, Columbia County, Pennsylvania, USA",41.0061977,-76.4099434
"Pringle, Pennsylvania",Luzerne County,"$19,108 ","Pringle, Luzerne County, Pennsylvania, 18704, USA",41.2781367,-75.8971413
"Preston Township, Pennsylvania",Wayne County,"$19,106 ","Preston Township, Wayne County, Pennsylvania, USA",41.8416862,-75.40009693
"Cashtown-McKnightstown, Pennsylvania",Adams County,"$19,105 ","Cashtown-McKnightstown, Adams County, Pennsylvania, USA",39.8780405,-77.34608813
"Quarryville, Pennsylvania",Lancaster County,"$19,105 ","Quarryville, Lancaster County, Pennsylvania, 17566, USA",39.897047,-76.1635655
"Mifflinville, Pennsylvania",Columbia County,"$19,091 ","Mifflinville, Columbia County, Pennsylvania, USA",41.029534,-76.3077834
"Bristol Township, Pennsylvania",Bucks County,"$19,090 ","Bristol Township, Bucks County, Pennsylvania, USA",40.1229002,-74.86447058
"Vanport Township, Pennsylvania",Beaver County,"$19,088 ","Vanport Township, Beaver County, Pennsylvania, USA",40.683895,-80.32867675
"Parkesburg, Pennsylvania",Chester County,"$19,080 ","Parkesburg, Chester County, Pennsylvania, 19365, USA",39.9587161,-75.9193928
"Pottstown, Pennsylvania",Montgomery County,"$19,078 ","Pottstown, Montgomery County, Pennsylvania, USA",40.2452976,-75.6496424
"Glen Rock, Pennsylvania",York County,"$19,076 ","Glen Rock, York County, Pennsylvania, 17327, USA",39.7931577,-76.7302495
"West Chester, Pennsylvania",Chester County,"$19,073 ","West Chester, Chester County, Pennsylvania, 19383, United States of America",39.9597213,-75.6059638
"Lightstreet, Pennsylvania",Columbia County,"$19,071 ","Lightstreet, Columbia County, Pennsylvania, USA",41.040588,-76.41526398
"Jefferson, York County, Pennsylvania",York County,"$19,070 ","Jefferson, York County, Pennsylvania, 17311, USA",39.817332,-76.8417166
"Mount Pocono, Pennsylvania",Monroe County,"$19,068 ","Mount Pocono, Monroe County, Pennsylvania, 18344, USA",41.1220987,-75.3646997
"Shenango Township, Lawrence County, Pennsylvania",Lawrence County,"$19,068 ","Shenango Township, Lawrence County, Pennsylvania, USA",40.952053,-80.31017271
"East Greenville, Pennsylvania",Montgomery County,"$19,066 ","East Greenville, Montgomery County, Pennsylvania, USA",40.4064882,-75.5018479
"Middlecreek Township, Somerset County, Pennsylvania",Somerset County,"$19,066 ","Middlecreek Township, Somerset County, Pennsylvania, USA",39.9709275,-79.28498064
"East Fairfield Township, Pennsylvania",Crawford County,"$19,063 ","East Fairfield Township, Crawford County, Pennsylvania, USA",41.55114515,-80.07773646
"Centre Township, Perry County, Pennsylvania",Perry County,"$19,057 ","Centre, Perry County, Pennsylvania, USA",40.3561943,-77.4072089
"Brickerville, Pennsylvania",Lancaster County,"$19,052 ","Brickerville, Lancaster County, Pennsylvania, United States of America",40.2259263,-76.3024557
"Weigelstown, Pennsylvania",York County,"$19,048 ","Weigelstown, York County, Pennsylvania, USA",39.9837084,-76.8224701
"Honey Brook Township, Pennsylvania",Chester County,"$19,046 ","Honey Brook Township, Chester County, Pennsylvania, USA",40.0982075,-75.87576719
"Brackenridge, Pennsylvania",Allegheny County,"$19,040 ","Brackenridge, Allegheny County, Pennsylvania, 15014, USA",40.6081221,-79.7411594
"Friedensburg, Pennsylvania",Schuylkill County,"$19,039 ","Friedensburg, Wayne Township, Schuylkill County, Pennsylvania, 17933, USA",40.6071825,-76.22985478
"Bernville, Pennsylvania",Berks County,"$19,038 ","Bernville, Berks County, Pennsylvania, USA",40.433426,-76.1121648
"Lawson Heights, Pennsylvania",Westmoreland County,"$19,027 ","Lawson Heights, Unity Township, Westmoreland County, Pennsylvania, 15650, USA",40.2951075,-79.38646243
"Wayne Township, Lawrence County, Pennsylvania",Lawrence County,"$19,011 ","Wayne Township, Lawrence County, Pennsylvania, USA",40.8813055,-80.28011883
"Clay Township, Lancaster County, Pennsylvania",Lancaster County,"$19,009 ","Clay, Lancaster County, Pennsylvania, USA",40.2184264,-76.2555085
"Rockefeller Township, Pennsylvania",Montgomery County,"$19,004 ","John D Rockefeller Hall, North Merion Avenue, Wynnewood, Lower Merion Township, Montgomery County, Pennsylvania, 19010, United States of America",40.0258361,-75.3147117
"Bethlehem, Pennsylvania",Northampton County,"$18,987 ","Bethlehem, Northampton County, Pennsylvania, USA",40.6178915,-75.3786521
